run_id,tbias,kp,ddfsnow,ddfsnow_iceratio,ddfice,combined_rmse,glacier_wide_mb,mod_ABL_2023,mod_ABL_2024,mod_ELA_2023,mod_ELA_2024,mod_ELA_2025,mod_ACC_2023,mod_ACC_2024,mod_ACC_2025,rmse_ABL,bias_ABL,rmse_ELA,bias_ELA,rmse_ACC,bias_ACC
5516,-4.0,1.25,0.0075999999999999,0.6000000000000001,0.0126666666666666,0.7369497508552184,-1.8226853275366242,-2.8846326420177113,-2.7951819890683938,-0.5366421355366184,-0.06050339270788599,0.09161641240542649,0.6318958194513599,1.477914439180981,1.394192678797087,1.148193535678387,0.7250926844569474,0.6850733936442353,-0.5951763719463593,0.31627310324021624,-0.06699902085685731
10116,0.5,5.0,0.0075999999999999,0.76,0.0099999999999999,0.7374944748243498,-2.2001886334195726,-5.00364389817224,-3.580896325358618,-0.8700318358611476,0.12784891564362644,1.0820769098482952,1.1856696603104717,1.9568673317357679,3.03231932805362,0.7608748247072747,-0.727270111765429,0.5602801793868232,-0.31336867012307534,0.8663298384918038,0.8232854400332865
12613,3.5,4.25,0.0031999999999999,0.76,0.0042105263157894,0.7392097510374454,-0.8702735835876595,-3.2513841546283087,-2.748095485904232,-1.2426711655346256,-0.23455301570103693,0.7513877830908995,0.6629605716848505,1.7302267678219088,2.660451719930921,0.8868449901488479,0.5652601797337296,0.821112572098508,-0.6686121327149211,0.5085216504574256,0.4495463531458935
11039,2.0,2.75,0.0031999999999999,0.6799999999999999,0.0047058823529411,0.7453045731297101,-1.3992051704865782,-3.3699562740230786,-2.7658201491873182,-1.2904851272370825,-0.3542108546697431,0.2299215644139695,0.4147802816506044,1.0495107009222606,1.535163504341238,0.8048123804791614,0.4971117883948015,0.9767957371282455,-0.8982581391642855,0.30875857994214456,-0.235181837695299
2751,-7.0,0.5,0.0098,0.28,0.0349999999999999,0.7500463347739557,-1.4375698560115366,-3.7836045604251867,-1.230609765116673,0.3117446280859788,0.8762370615854793,0.6775341239506136,0.824406819044317,0.8952919902462957,1.0417525331739301,1.1116464040625516,1.0578928372290701,0.5194094546329606,0.1951719378740239,0.6376211086128467,-0.3145162191784857
5504,-4.0,1.25,0.0065,0.52,0.0124999999999999,0.7520658630616386,-1.4901023724060578,-2.5563932008283365,-2.411544728547142,-0.2114300124925349,0.2692252408161637,0.5604142425725254,0.7991831672577339,1.5667298126768006,1.5458955096841722,1.3829913404305647,1.0810310353122607,0.3631322964301356,-0.22059684303461527,0.31827619531755,0.06893616320623557
14308,5.0,6.5,0.0031999999999999,0.8400000000000001,0.0038095238095238,0.7525053956211372,-0.816028451593913,-4.148123848497307,-2.560985061094888,-0.5563326872839066,0.11509855661349411,0.40658307429239526,0.9306528166838153,2.208147230676912,3.500727005822114,0.2535546171818041,0.21044554520390246,0.5429827862951725,-0.43821701879267244,1.0827502262116848,0.9781756843942805
12612,3.5,4.25,0.0031999999999999,0.6799999999999999,0.0047058823529411,0.7551102352312168,-1.0828352856196068,-3.733283095853282,-3.1938425222113302,-1.4907406960557934,-0.3807084420016389,0.6952730011040629,0.6111518294165098,1.7290667052014004,2.659637501774884,0.6729684988756762,0.10143719096769388,0.984809868617489,-0.8187253789844565,0.49873409945260333,0.431618678797598
10904,2.0,2.0,0.0021,0.44,0.0047727272727272,0.756249595958749,-1.2656638293242817,-3.3281343375310706,-2.6857840517869103,-1.311151785551032,-0.25420516492617196,0.402619056297022,0.5402096995113495,0.9372200040831739,1.3084307189407982,0.8295724776375804,0.5580408053410095,0.9265807400718298,-0.8142459647267274,0.45580369172794893,-0.3063798591548928
10262,0.5,5.75,0.0098,1.0,0.0098,0.7589071390470978,-2.5681340924347134,-5.032380969259226,-3.8278422682521867,-1.0866356536311501,-0.21199916116400308,0.5712075982852112,0.8426271155872092,1.6406473331246014,2.8071682042960835,0.9268914704648372,-0.8651116187557062,0.766880555470966,-0.669142405503314,0.6123581224669926,0.5284808843359646
8529,-1.0,3.5,0.0065,0.52,0.0124999999999999,0.7602618432777718,-1.8259290139826225,-3.9083245243023566,-2.699000144095211,-0.6289184166836206,0.20495213879889873,1.3349856387831005,1.979815241127415,2.2190841318847574,2.5779048007203613,0.4212130627290615,0.2613376658012161,0.4499461766347339,-0.12299354636720712,1.104806014453983,1.0239347245775112
